drug_node,drug_name,num_diseases_connected,weighted_degree,avg_prescription_weight,num_patients,effectiveness_score,betweenness,closeness,num_diseases_connected_normalized,effectiveness_score_normalized,betweenness_normalized,closeness_normalized,composite_score
drug_351,pantoprazole 20 MG Delayed Release Oral Tablet,737,12557,17.03799185888738,64,0.6095238095238096,0.004763352586173929,0.5249789861720772,0.05490654205607476,0.5965091514414643,0.16610178411682194,0.6133307129770955,0.35131120746804523
drug_352,pantoprazole 40 MG Injection,2399,1150631,479.6294289287203,441,0.6533333333333333,0.0007745079700001486,0.48594146284581524,0.540303738317757,0.6452459016393443,0.027007691180185346,0.09007860025376146,0.3790821502739197
drug_365,citric acid,575,17467,30.377391304347825,29,0.7435897435897436,0.0003906880081627015,0.5414931337235479,0.007593457943925241,0.7456533869968497,0.01362359263037403,0.8346834490078363,0.3956354618098746
drug_366,tacrolimus 1 MG Oral Capsule,1557,491103,315.4161849710983,101,0.10553814002089865,0.0012038443263288254,0.4962801216271147,0.29439252336448596,0.0358405674899767,0.04197898156490365,0.22865616842651715,0.15319695725462296
drug_367,tacrolimus 5 MG Oral Capsule,904,223293,247.00553097345133,41,0.40594059405940597,0.0002137275236894417,0.5202592987397431,0.10367990654205608,0.3700290746501965,0.007452843844213871,0.5500688508009874,0.25361703328671603
drug_374,calcium acetate 667 MG Oral Capsule,746,96690,129.6112600536193,26,0.17333333333333334,0.00020431987387508648,0.5198988401336286,0.057535046728971945,0.11126063860170218,0.007124791828277373,0.545237326894557,0.16111112934376912
drug_386,furosemide 80 MG Oral Tablet,874,61986,70.92219679633867,67,0.43506493506493504,0.0006141103193415403,0.5228188789932623,0.0949182242990654,0.40242900984318697,0.021414501203051713,0.5843770153877985,0.27036247356084575
drug_387,furosemide 40 MG Oral Tablet,1599,187680,117.37335834896811,202,0.3136645962732919,0.0019845935326181794,0.49679722352333844,0.3066588785046729,0.267374860171282,0.06920430947551721,0.2355873115072642,0.23316844579934273
drug_395,glycerin,972,20142,20.72222222222222,61,0.8243243243243243,0.001967839600986963,0.5154645654295712,0.12353971962616819,0.8354681293505763,0.06862008693801415,0.48580108684669554,0.3985865894499653
drug_399,glycopyrrolate 0.2 MG/ML Injectable Solution,1044,25924,24.831417624521073,339,0.7306034482758621,0.005880195962121199,0.5054178154438077,0.1445677570093458,0.7312065321654589,0.20504697533830638,0.35113621294786057,0.37396892440967483
drug_412,72 HR scopolamine 0.0139 MG/HR Transdermal System,1141,13647,11.960560911481156,166,0.6747967479674797,0.008810578063753726,0.502356815875673,0.17289719626168223,0.6691232914499705,0.3072316627868017,0.3101071118523473,0.37607390124132567
drug_419,simethicone 80 MG Chewable Tablet,1531,225441,147.2508164598302,140,0.693069306930693,0.00104968653796869,0.49804234506911593,0.2867990654205608,0.6894509522923503,0.036603380406080056,0.2522767022245054,0.3506510218399904
drug_430,1000 ML potassium chloride 0.02 MEQ/ML / sodium ch,1462,207231,141.74487004103966,231,0.5833333333333334,0.0008264625660771646,0.4927423419989795,0.2666471962616822,0.5673730507796881,0.028819388077557555,0.1812363910676913,0.2922172299414608
drug_432,sodium chloride 100 MG/ML Inhalation Solution,900,17501,19.445555555555554,52,0.8125,0.0014692006173771498,0.5233484037152232,0.10251168224299065,0.822313931570229,0.05123216040740304,0.5914746718448836,0.4059890505944232
drug_436,calcium chloride 0.001 MEQ/ML / glucose 50 MG/ML /,796,14381,18.066582914572866,71,0.922077922077922,0.0018821112886282373,0.5140947836986448,0.07213785046728971,0.9442160056200154,0.0656306744654963,0.467440772881929,0.4115204462956766
drug_439,spironolactone 50 MG Oral Tablet,663,31416,47.38461538461539,52,0.41935483870967744,0.0008330496476189465,0.5291604734465525,0.03329439252336447,0.38495200997941836,0.029049084699090205,0.6693786346756276,0.26515946462577844
drug_454,hydrocortisone 100 MG Injection,1558,733465,470.7734274711168,163,0.4697406340057637,0.0034421889464685738,0.49970890784489813,0.2946845794392523,0.44100466030137975,0.12003178747153881,0.27461501723813875,0.2996361328641251
drug_459,sodium citrate,804,51497,64.05099502487562,58,0.725,0.00013622595937188867,0.5251901563782753,0.07447429906542055,0.7249728679956589,0.004750304430617724,0.616161201366789,0.36401645127780513
drug_474,lactulose 667 MG/ML Oral Solution,1600,242460,151.5375,153,0.4346590909090909,0.0029351292916621513,0.4974162656100619,0.3069509345794392,0.40197752068003967,0.10235022563178058,0.24388484301395152,0.28192555030699007
drug_481,lidocaine 25 MG/ML / prilocaine 25 MG/ML Topical C,671,8203,12.225037257824143,79,0.5337837837837838,0.002471909915538504,0.5293606268545994,0.03563084112149531,0.512250698176328,0.08619740817397806,0.6720614558360278,0.3160162345913482
drug_483,"sodium phosphate, monobasic",1147,62064,54.10985178727114,83,0.7614678899082569,0.00019090442734654513,0.5097126917418994,0.17464953271028036,0.7655422758812596,0.006656984845107058,0.4087039812224944,0.36512973579098223
drug_484,"sodium phosphate, dibasic",1147,124128,108.21970357454228,83,0.7614678899082569,0.0,0.5097126917418994,0.17464953271028036,0.7655422758812596,0.0,0.4087039812224944,0.36379833882196083
drug_487,chlorothiazide 500 MG Injection,1131,181343,160.33863837312114,65,0.8125,0.0006767257731654279,0.5155371066177269,0.16997663551401868,0.822313931570229,0.023597950445003853,0.4867734162038806,0.39976144345505116
drug_489,magnesium oxide 400 MG Oral Tablet,584,30321,51.919520547945204,43,0.4095238095238095,0.019124775366519117,0.5257573504780296,0.010221962616822428,0.37401529184244664,0.6668956899039595,0.6237637715539464,0.3734030686293619
drug_504,sucralfate 100 MG/ML Oral Suspension,803,170203,211.95890410958904,67,0.6504854368932039,0.0001024244669931315,0.5242887128595375,0.0741822429906542,0.6420777042858308,0.00357162028151247,0.6040784106185608,0.33640799036296015
drug_511,colchicine 0.6 MG Oral Tablet,683,49177,72.00146412884334,53,0.41732283464566927,0.0005146792218687473,0.5323967536235416,0.039135514018691586,0.382691467844808,0.017947262028932456,0.7127571662956127,0.2726889802239589
drug_515,loratadine 10 MG Oral Tablet,1169,87429,74.7895637296835,149,0.4584615384615385,0.0005928186749347095,0.5062568058175237,0.18107476635514017,0.42845701279927595,0.020672045115920818,0.36238189269891574,0.25947032130929215
drug_523,aspirin 300 MG Rectal Suppository,934,15114,16.182012847965737,86,0.9247311827956989,0.006764626461019558,0.5172243504875433,0.1124415887850467,0.9471676767081186,0.23588775001048895,0.5093889369730231,0.466938117044652
drug_527,200 ACTUAT ipratropium bromide 0.017 MG/ACTUAT Met,555,34100,61.44144144144144,48,0.6575342465753424,0.00047463301472502195,0.5423122242033843,0.001752336448598124,0.6499192886446205,0.0165508198522622,0.8456623940731767,0.36794413031305334
drug_529,ipratropium bromide 0.2 MG/ML Inhalation Solution,1408,603547,428.65553977272725,132,0.5714285714285714,0.00010468677778476528,0.501666358745557,0.25087616822429903,0.554129368660699,0.0036505088063316974,0.3008523456352732,0.3024022319538204
drug_530,aspirin 81 MG Chewable Tablet,1906,391775,205.5482686253935,317,0.5031746031746032,0.004942650505209722,0.4907159306813914,0.39632009345794394,0.4781989245118279,0.1723540410517217,0.15407472934256994,0.32764145946978984
drug_548,acetaminophen 650 MG Rectal Suppository,637,5654,8.875981161695448,42,0.84,0.001729860446329396,0.5304556811890849,0.025700934579439255,0.852906837265094,0.060321569988844595,0.6867393719855119,0.4129945199482312
drug_554,acetaminophen 325 MG Oral Tablet,3686,1077403,292.2959848073793,945,0.3103448275862069,0.009174782665457008,0.4795511978863669,0.916179906542056,0.2636817194304544,0.3199317585769106,0.004424610041636967,0.41882976151546264
drug_562,acetaminophen 325 MG / butalbital 50 MG / caffeine,620,14695,23.701612903225808,52,0.65,0.000371940510905808,0.5239149482639841,0.0207359813084112,0.6415376706460273,0.012969852919580022,0.599068535564502,0.3210897732831479
drug_566,benzonatate 100 MG Oral Capsule,1019,52532,51.55250245338567,137,0.5780590717299579,0.0020335632571001168,0.5142964584716185,0.1372663551401869,0.5615055966763386,0.07091192159471421,0.4701439861508536,0.3178427670940712
drug_595,72 HR fentanyl 0.05 MG/HR Transdermal System,560,9314,16.632142857142856,33,0.2972972972972973,0.0008400623364807309,0.5322920223056788,0.0032126168224299034,0.2491667425693815,0.029293622576630395,0.71135336608826,0.22384320555052153
drug_603,albuterol 5 MG/ML Inhalation Solution,953,64194,67.35991605456454,63,0.65625,0.0032395282591291914,0.5165587236047139,0.11799065420560748,0.6484906037584967,0.11296485275939493,0.5004669910335977,0.35263074614782974
drug_612,allopurinol 100 MG Oral Tablet,825,67904,82.30787878787879,66,0.4024390243902439,0.0003694079108810856,0.5247386626178366,0.08060747663551401,0.36613368589846296,0.012881539200418913,0.6101094582258,0.2586205482454369
drug_634,polysaccharide iron complex,1058,47470,44.86767485822306,141,0.734375,0.000277678893405919,0.5114156425589187,0.14865654205607473,0.7354022676643628,0.0096828775052647,0.4315300351558342,0.35346022544835104
drug_636,melatonin 3 MG Oral Tablet,1937,383192,197.82756840474963,217,0.6253602305475504,0.0026388218032616564,0.4912153478462766,0.40537383177570097,0.6141266836204999,0.09201775462945457,0.1607688293876075,0.3564074714222727
drug_637,melatonin 1 MG Oral Tablet,794,113610,143.08564231738035,48,0.7741935483870968,0.0009696570152291237,0.5266945028211808,0.07155373831775699,0.7796991802357398,0.03381268912959466,0.6363251971187589,0.38940345281571975
drug_644,melatonin 5 MG Oral Tablet,1722,344537,200.0795586527294,182,0.5705329153605015,0.0006042035829282265,0.4897875371032969,0.3425817757009346,0.5531329787834083,0.021069045651891636,0.14163070472767103,0.3012543764212154
drug_647,iron succinyl milk protein complex,1058,47470,44.86767485822306,141,0.734375,0.000277678893405919,0.5114156425589187,0.14865654205607473,0.7354022676643628,0.0096828775052647,0.4315300351558342,0.35346022544835104
drug_660,0.5 ML filgrastim 0.6 MG/ML Prefilled Syringe,828,35665,43.07367149758454,66,0.3350253807106599,0.0007307232560277503,0.5217393363918646,0.08148364485981308,0.2911380770389451,0.02548088438260126,0.5699070157867698,0.23086409660350168
drug_661,0.8 ML filgrastim 0.6 MG/ML Prefilled Syringe,806,47270,58.64764267990074,67,0.29777777777777775,0.001452350194972603,0.520051677757327,0.07505841121495327,0.24970126235220194,0.05064457316209995,0.5472859355840827,0.2170140038193831
drug_671,lisinopril 2.5 MG Oral Tablet,688,15648,22.74418604651163,65,0.5803571428571429,0.00030597334901007623,0.5303738985616046,0.040595794392523366,0.5640621302499409,0.01066952702814617,0.6856431719972207,0.32065991719781267
drug_672,lisinopril 5 MG Oral Tablet,1032,54405,52.718023255813954,109,0.4144486692015209,0.0008780844176469332,0.5114595235810794,0.1410630841121495,0.37949404703083456,0.030619481916934584,0.43211820867704187,0.24871467746169051
drug_683,vitamin B12 0.5 MG Oral Tablet,549,23181,42.224043715846996,37,0.6379310344827587,0.000502750078432602,0.5360998084507921,0.0,0.6281113170495349,0.017531283582684208,0.7623922634224245,0.34441810451588223
drug_692,amiodarone hydrochloride 200 MG Oral Tablet,1343,410204,305.4385703648548,114,0.29765013054830286,0.00028045327907065456,0.5046789909530192,0.231892523364486,0.249559258728437,0.009779622476459634,0.34123313911538844,0.2146380869462465
drug_732,diltiazem hydrochloride 30 MG Oral Tablet,658,123903,188.30243161094225,32,0.3333333333333333,1.6342467125000668e-05,0.5304053358585339,0.03183411214953269,0.2892557262809162,0.0005698744523368363,0.6860645520089363,0.2336538368213893
drug_737,amlodipine 5 MG Oral Tablet,2011,248726,123.68274490303331,314,0.3401950162513543,0.00524359473273033,0.4893918927523277,0.42698598130841126,0.2968891378597919,0.18284819872880081,0.1363275572712741,0.2809976869504759
drug_764,10 ML epinephrine 0.1 MG/ML Prefilled Syringe,550,3593,6.532727272727273,105,0.7446808510638298,0.004153130209424554,0.5473478636810877,0.00029205607476634476,0.7468672105625834,0.14482285847518822,0.9131592220250848,0.4357441960912596
drug_766,guanfacine 1 MG Oral Tablet,717,104475,145.7112970711297,24,0.75,8.085773813212898e-06,0.5330190650036954,0.04906542056074764,0.7527846004455361,0.00028195717869764685,0.7210985188377768,0.38483110150517996
drug_767,carvedilol 3.125 MG Oral Tablet,1111,82729,74.46354635463547,115,0.3639240506329114,0.0010652490255476331,0.5088567453226638,0.16413551401869156,0.32328696008034397,0.03714605636915309,0.3972310256125846,0.2331021586260582
drug_801,iron,1058,47470,44.86767485822306,141,0.734375,0.000277678893405919,0.5114156425589187,0.14865654205607473,0.7354022676643628,0.0096828775052647,0.4315300351558342,0.35346022544835104
drug_810,"100 ML insulin, regular, human 1 UNT/ML Injection",735,31493,42.84761904761905,38,0.926829268292683,0.0025111681416617572,0.5299647661532513,0.05432242990654204,0.9495017324080822,0.08756637284379094,0.6801592329864068,0.4546923698604268
drug_826,50 ML calcium gluconate 20 MG/ML Injection,1253,38125,30.426975259377492,97,0.8083333333333333,0.0038747249586892464,0.5027332923454064,0.205607476635514,0.8176786428285828,0.1351146523287753,0.31515333639206045,0.3970394335833962
drug_827,300 ML vancomycin 5 MG/ML Injection,843,19708,23.37841043890866,43,0.86,0.0028277529331795976,0.5230102866375859,0.08586448598130839,0.8751562232249958,0.09860592906895872,0.5869426098658765,0.42541592054885835
drug_837,iron-dextran complex,1058,47470,44.86767485822306,141,0.734375,0.000277678893405919,0.5114156425589187,0.14865654205607473,0.7354022676643628,0.0096828775052647,0.4315300351558342,0.35346022544835104
drug_853,ferrous asparto glycinate,1058,47470,44.86767485822306,141,0.734375,0.000277678893405919,0.5114156425589187,0.14865654205607473,0.7354022676643628,0.0096828775052647,0.4315300351558342,0.35346022544835104
drug_854,ferrous aspartate,1058,47470,44.86767485822306,141,0.734375,0.000277678893405919,0.5114156425589187,0.14865654205607473,0.7354022676643628,0.0096828775052647,0.4315300351558342,0.35346022544835104
drug_860,iron sucrose,1058,47470,44.86767485822306,141,0.734375,0.000277678893405919,0.5114156425589187,0.14865654205607473,0.7354022676643628,0.0096828775052647,0.4315300351558342,0.35346022544835104
drug_861,ferrous gluconate,1058,47470,44.86767485822306,141,0.734375,0.000277678893405919,0.5114156425589187,0.14865654205607473,0.7354022676643628,0.0096828775052647,0.4315300351558342,0.35346022544835104
drug_864,ferrous sulfate,1058,47470,44.86767485822306,141,0.734375,0.000277678893405919,0.5114156425589187,0.14865654205607473,0.7354022676643628,0.0096828775052647,0.4315300351558342,0.35346022544835104
drug_872,iron carbonyl,1058,47470,44.86767485822306,141,0.734375,0.000277678893405919,0.5114156425589187,0.14865654205607473,0.7354022676643628,0.0096828775052647,0.4315300351558342,0.35346022544835104
drug_895,methylprednisolone 40 MG Injection,1201,184835,153.90091590341382,75,0.5769230769230769,0.0009619384175354655,0.5095542523647744,0.19042056074766353,0.5602418373310016,0.03354353566580994,0.4065802876129805,0.31322348407935763
drug_911,"0.5 ML heparin sodium, porcine 10000 UNT/ML Prefil",1163,320027,275.17368873602754,109,0.7414965986394558,3.413633118988333e-05,0.5022514860898502,0.17932242990654204,0.743324827503401,0.001190360237094424,0.30869528988546957,0.3387713072474957
drug_920,insulin detemir 100 UNT/ML Injectable Solution,583,43734,75.01543739279589,32,0.4,9.486623672632135e-05,0.5333081502248275,0.009929906542056055,0.3634203461472554,0.003308058953777264,0.724973366415842,0.2576613608807173
drug_927,dexamethasone 2 MG Oral Tablet,735,18823,25.60952380952381,85,0.391705069124424,0.0008282135092524735,0.5167146766918109,0.05432242990654204,0.35419249021918553,0.028880444818591203,0.5025573588478478,0.22884203677100606
drug_928,dexamethasone 4 MG Oral Tablet,1203,51583,42.87863674147963,205,0.146011396011396,0.0025228456805475794,0.4990509700697447,0.19100467289719622,0.08086582216930077,0.08797357764501827,0.2657961347487898,0.1523150909987107
drug_955,simvastatin 20 MG Oral Tablet,841,34345,40.838287752675384,110,0.3728813559322034,0.0008955715307498602,0.5136991000674663,0.0852803738317757,0.333251687218575,0.03122927105869995,0.4621370989204996,0.22423289231094512
drug_959,atorvastatin 80 MG Oral Tablet,792,8239,10.402777777777779,82,0.38497652582159625,0.0033373592162722963,0.5208395524951381,0.07096962616822428,0.34670719237455927,0.11637629380419454,0.5578464703207651,0.260147598387827
drug_960,atorvastatin 40 MG Oral Tablet,1773,338727,191.04737732656514,220,0.3363914373088685,0.0016823069689489798,0.4918582634568569,0.35747663551401865,0.29265777306377583,0.05866334350005332,0.16938635741896846,0.24065026275714269
drug_961,atorvastatin 10 MG Oral Tablet,1491,132587,88.92488262910798,196,0.37547892720306514,0.0016014408858428663,0.4963067201059031,0.27511682242990654,0.33614140550676286,0.055843480717387955,0.2290126897689433,0.24034870247826706
drug_981,prednisone 1 MG Oral Tablet,797,32413,40.66875784190715,64,0.4050632911392405,0.0009579997336159876,0.5281893813607574,0.07242990654205606,0.369053102086471,0.03340619071511356,0.6563622867558472,0.27039859808275024
drug_982,prednisone 10 MG Oral Tablet,1876,338536,180.45628997867803,211,0.2747395833333333,0.0023310974609343066,0.4905448203056869,0.38755841121495327,0.22407197835151652,0.0812871691117857,0.15178119589148586,0.23010278987059524
drug_983,prednisone 2.5 MG Oral Tablet,622,36910,59.340836012861736,42,0.42424242424242425,0.0003103672689900119,0.5421303807354714,0.021320093457943917,0.3903892988259242,0.010822746411916393,0.8432249961374731,0.2943223661950384
drug_984,prednisone 50 MG Oral Tablet,1192,56714,47.578859060402685,98,0.3656716417910448,0.00045889391084845047,0.5065566909265765,0.18779205607476632,0.3252311015892151,0.016001985142464162,0.3664015000796059,0.23038764434360842
drug_985,prednisone 20 MG Oral Tablet,1773,265641,149.82571912013537,226,0.45934959349593496,0.0032190624044987686,0.4928537835246117,0.35747663551401865,0.429444946759972,0.11225119259964612,0.18273013372254177,0.2950727399466348
drug_986,prednisone 5 MG Oral Tablet,1820,276230,151.77472527472528,175,0.20539906103286384,0.0012069784733244368,0.4918045374784222,0.3712032710280374,0.1469327761853005,0.04208827169160275,0.16866622383136498,0.19759171326859493
drug_987,prednisone 1 MG/ML Oral Solution,554,294810,532.1480144404333,16,0.6666666666666666,5.736364288383297e-06,0.5538266696207762,0.0014602803738317793,0.6600788256126121,0.00020003145377273527,1.0,0.39850173808668776
drug_1010,50 ML glucose 500 MG/ML Prefilled Syringe,1793,86238,48.097044060234246,169,0.6425855513307985,0.006463033271848147,0.4945670196808381,0.36331775700934577,0.6332893241399802,0.22537096253935793,0.20569405053783818,0.385195126960237
drug_1026,1000 ML glucose 50 MG/ML / potassium chloride 0.02,2274,131518,57.83553210202287,463,0.6729651162790697,0.008557756252266673,0.484808053296036,0.5037967289719626,0.6670856574313796,0.2984155709288237,0.07488657752869798,0.425925145612507
drug_1039,potassium chloride 20 MEQ Powder for Oral Solution,1130,23146,20.483185840707964,115,0.8518518518518519,0.010799084173907484,0.5076423471759984,0.16968457943925233,0.8660916585746654,0.37657240686324295,0.3809534459459858,0.46223804196602103
drug_1050,50 ML sodium bicarbonate 84 MG/ML Injection,1367,54777,40.070958302852965,132,0.7213114754098361,0.005111172327689778,0.5060802459989436,0.23890186915887848,0.7208694976342016,0.17823052717576054,0.3600153158717436,0.39558057864742485
drug_1069,ferrous fumarate,1058,47470,44.86767485822306,141,0.734375,0.000277678893405919,0.5114156425589187,0.14865654205607473,0.7354022676643628,0.0096828775052647,0.4315300351558342,0.35346022544835104
drug_1086,valganciclovir 450 MG Oral Tablet,1143,209954,183.68678915135607,71,0.23588039867109634,0.00023583414566796617,0.5092832898517347,0.17348130841121492,0.18084232846965628,0.008223718828796628,0.40294835363418,0.1885315055568567
drug_1093,acyclovir 400 MG Oral Tablet,1429,387668,271.2862141357593,113,0.24145299145299146,0.0011969641678510788,0.49718967288337795,0.2570093457943925,0.18704166684974363,0.04173906512422754,0.24084763386586605,0.18973264359125955
drug_1102,metronidazole 500 MG Oral Tablet,1255,79742,63.5394422310757,163,0.6820083682008368,0.0008061215298055995,0.502781552573467,0.2061915887850467,0.6771459975483805,0.028110080430397675,0.31580020802072806,0.3337833335902533
drug_1103,100 ML metronidazole 5 MG/ML Injection,1494,693682,464.3119143239625,161,0.71875,0.0008053605847165755,0.49948141958811193,0.27599299065420557,0.7180199348831896,0.028083545687353734,0.27156580456170243,0.3581337477110298
drug_1119,amoxicillin 500 MG / clavulanate 125 MG Oral Table,573,15957,27.848167539267017,65,0.7222222222222222,0.0008698507336585176,0.5373290506060657,0.007009345794392524,0.7218826755012281,0.030332366996174864,0.7788688095757204,0.38050784170306523
